party,seats,sq_cabinet,sq_pm,election_year,banzhaf,shapley,splus,country,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_name_english,country_id,election_id,seats_share,enpp,mingov,bicameral,miw_proportion,cabinet_proportion,seats_proportion,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13
CU,3,0,0,2003,.0093896706,.0099206353,.011283792,NLD,Balkenende II,0,0,0,6.315,,0,16,ChristianUnion -- Reformed Political Party,8,335,2,4.7448335,0,1,.029411765,0,.02,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,42,0,0,2003,.29577464,.30158731,.29809344,NLD,Balkenende II,0,0,0,3.5371111,2.6,0,16,Labour,8,335,28,4.7448335,0,1,.25,0,.28,0,0,0,0,0,0,0,0,0,1,0,0,0
PD,4,0,0,1997,.04878049,.071428575,.052322704,IRL,Ahern I,0,1,0,7.9902778,,2,16,Progressive Democrats,37,316,2.4096386,2.9926152,1,1,.10344828,.125,.024242423,0,0,0,0,0,1,0,0,0,0,0,0,0
FF,80,1,1,1997,.73170733,.64285713,.6812942,IRL,Ahern I,0,1,1,5.9926667,6.3,14,16,Fianna Fail (Soldiers of Destiny),37,316,46.385544,2.9926152,1,1,.41379312,.875,.4848485,0,0,0,0,0,1,0,0,0,0,0,0,0
NONE,1,0,0,1997,.012195122,.011904762,.012877482,IRL,Ahern I,0,0,0,,,0,16,no party affiliation,37,316,3.6144578,2.9926152,1,1,.034482758,0,.0060606059,0,0,0,0,0,1,0,0,0,0,0,0,0
SP,1,0,0,1997,.012195122,.011904762,.012892123,IRL,Ahern I,0,0,0,1.3333334,,0,16,Socialist Party,37,316,.60240966,2.9926152,1,1,.034482758,0,.0060606059,0,0,0,0,0,1,0,0,0,0,0,0,0
FG,55,0,0,1997,.04878049,.071428575,.074371211,IRL,Ahern I,0,0,0,6.4893333,6.8,0,16,Fine Gael (Familiy of the Irish),37,316,32.530121,2.9926152,1,1,.10344828,0,.33333334,0,0,0,0,0,1,0,0,0,0,0,0,0
GREENS,2,0,0,1997,.036585364,.035714287,.026170438,IRL,Ahern I,0,0,0,2.4211111,,0,16,Green Party,37,316,1.2048193,2.9926152,1,1,.068965517,0,.012121212,0,0,0,0,0,1,0,0,0,0,0,0,0
SF,1,0,0,1997,.012195122,.011904762,.013375408,IRL,Ahern I,0,0,0,2.031579,,0,16,Sinn Fein,37,316,.60240966,2.9926152,1,1,.034482758,0,.0060606059,0,0,0,0,0,1,0,0,0,0,0,0,0
DLP,4,0,0,1997,.04878049,.071428575,.052325204,IRL,Ahern I,0,0,0,1.8888889,,0,16,Democratic Left,37,316,2.4096386,2.9926152,1,1,.10344828,0,.024242423,0,0,0,0,0,1,0,0,0,0,0,0,0
LAB,17,1,0,1997,.04878049,.071428575,.074371211,IRL,Ahern I,0,0,0,3.6788889,3.6,0,16,Labour Party,37,316,10.240964,2.9926152,1,1,.10344828,0,.1030303,0,0,0,0,0,1,0,0,0,0,0,0,0
GRAEN,5,0,0,2003,0,0,.030463619,ISL,Oddsson IV,0,0,0,1.4473684,,0,12,Left-Green Movement,56,178,7.9365077,3.7128158,0,0,0,0,.079365082,0,0,0,0,0,0,1,0,0,0,0,0,0
SAM,20,0,0,2003,.33333334,.33333334,.2996617,ISL,Oddsson IV,0,0,0,4.2982458,,0,12,Social Democratic Alliance,56,178,31.746031,3.7128158,0,0,.33333334,0,.31746033,0,0,0,0,0,0,1,0,0,0,0,0,0
FF,4,0,0,2003,0,0,.029997,ISL,Oddsson IV,0,0,0,5.5980863,,0,12,Liberal Party,56,178,6.3492064,3.7128158,0,0,0,0,.063492067,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,22,1,1,2003,.33333334,.33333334,.35203147,ISL,Oddsson IV,0,1,1,6.9444444,,7,12,Independence Party,56,178,34.920635,3.7128158,0,0,.33333334,.58333331,.34920636,0,0,0,0,0,0,1,0,0,0,0,0,0
F,12,1,0,2003,.33333334,.33333334,.28784621,ISL,Oddsson IV,0,1,0,3.8888889,,5,12,Progressive Party,56,178,19.047619,3.7128158,0,0,.33333334,.41666666,.19047619,0,0,0,0,0,0,1,0,0,0,0,0,0
VVD,22,1,0,1989,.25647059,.25634921,.24482761,NLD,Lubbers III,0,0,0,7.2037778,7.4,0,14,People's Party for Freedom and Democracy,8,627,14.666667,3.7525017,0,1,.21568628,0,.14666666,0,0,0,0,0,0,0,0,0,1,0,0,0
GL,6,0,0,1989,.044705883,.038492061,.039470773,NLD,Lubbers III,0,0,0,2.0366666,,0,14,Green Left,8,627,4,3.7525017,0,1,.078431375,0,.039999999,0,0,0,0,0,0,0,0,0,1,0,0,0
D66,12,0,0,1989,.044705883,.038492061,.045368996,NLD,Lubbers III,0,0,0,4.4204445,4.4,0,14,Libertarians,8,627,8,3.7525017,0,1,.078431375,0,.079999998,0,0,0,0,0,0,0,0,0,1,0,0,0
GPV,2,0,0,1989,.011764706,.0087301591,.013281251,NLD,Lubbers III,0,0,0,8.144444399999999,9,0,14,Reformed Political League,8,627,1.3333334,3.7525017,0,1,.039215688,0,.013333334,0,0,0,0,0,0,0,0,0,1,0,0,0
CD,1,0,0,1989,.0070588239,.0051587299,.0070016412,NLD,Lubbers III,0,0,0,9.409722199999999,,0,14,Centre Democrats,8,627,.66666669,3.7525017,0,1,.019607844,0,.0066666668,0,0,0,0,0,0,0,0,0,1,0,0,0
RPF,1,0,0,1989,.0070588239,.0051587299,.0065932302,NLD,Lubbers III,0,0,0,8.296296399999999,9.199999999999999,0,14,Reformatory Political Federation,8,627,.66666669,3.7525017,0,1,.019607844,0,.0066666668,0,0,0,0,0,0,0,0,0,1,0,0,0
SGP,3,0,0,1989,.025882352,.019444443,.019914875,NLD,Lubbers III,0,0,0,8.447222200000001,9.199999999999999,0,14,Political Reformed Party,8,627,2,3.7525017,0,1,.039215688,0,.02,0,0,0,0,0,0,0,0,0,1,0,0,0
CDA,54,1,1,1989,.34588236,.3718254,.35640135,NLD,Lubbers III,0,1,1,5.8017777,5.7,6,14,Christian Democrats,8,627,36,3.7525017,0,1,.29411766,.42857143,.36000001,0,0,0,0,0,0,0,0,0,1,0,0,0
PVDA,49,0,0,1989,.25647059,.25634921,.26714027,NLD,Lubbers III,0,1,0,3.5371111,2.6,8,14,Labour,8,627,32.666668,3.7525017,0,1,.21568628,.5714286,.32666665,0,0,0,0,0,0,0,0,0,1,0,0,0
THFF,4,1,0,1995,.041666668,.033333331,.041207545,ISL,Oddsson II,0,0,0,,,0,11,People's Movement,56,82,6.3492064,3.9492538,0,0,.07692308,0,.063492067,0,0,0,0,0,0,1,0,0,0,0,0,0
AB,9,0,0,1995,.125,.13333334,.15210812,ISL,Oddsson II,0,0,0,2.2222222,,0,11,People's Alliance,56,82,14.285714,3.9492538,0,0,.15384616,0,.14285715,0,0,0,0,0,0,1,0,0,0,0,0,0
A,7,1,0,1995,.125,.13333334,.11742493,ISL,Oddsson II,0,0,0,4.4444444,,0,11,Social Democratic Party,56,82,11.111111,3.9492538,0,0,.15384616,0,.11111111,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,25,1,1,1995,.54166669,.53333336,.4943839,ISL,Oddsson II,0,1,1,6.9444444,,6,11,Independence Party,56,82,39.682541,3.9492538,0,0,.38461539,.54545456,.3968254,0,0,0,0,0,0,1,0,0,0,0,0,0
F,15,0,0,1995,.125,.13333334,.15931907,ISL,Oddsson II,0,1,0,3.8888889,,5,11,Progressive Party,56,82,23.809525,3.9492538,0,0,.15384616,.45454547,.23809524,0,0,0,0,0,0,1,0,0,0,0,0,0
SK,3,0,0,1995,.041666668,.033333331,.035556443,ISL,Oddsson II,0,0,0,2.2222222,,0,11,Womens Alliance,56,82,4.7619047,3.9492538,0,0,.07692308,0,.047619049,0,0,0,0,0,0,1,0,0,0,0,0,0
PRI,27,1,0,1992,.035375986,.03430042,.033543408,ITA,Amato I,0,0,0,4.9703704,4.8,0,30,Republican Party,26,605,4.2857141,5.7116132,0,1,.04292528,0,.04292528,0,0,0,0,0,0,0,1,0,0,0,0,0
SVP,3,0,0,1992,.005043942,.0066142189,.0040410571,ITA,Amato I,0,0,0,5.4000001,,0,30,South Tyrol Peoples Party,26,605,.47619048,5.7116132,0,1,.0047694752,0,.0047694752,0,0,0,0,0,0,0,1,0,0,0,0,0
R,7,0,0,1992,.0092158811,.010413198,.0093701594,ITA,Amato I,0,0,0,3.065,2.3,0,30,Radicals,26,605,1.1111112,5.7116132,0,1,.011128776,0,.011128776,0,0,0,0,0,0,0,1,0,0,0,0,0
MSI,34,0,0,1992,.044643164,.04109918,.041280292,ITA,Amato I,0,0,0,9.177777799999999,9.1,0,30,Italian Social Movement,26,605,5.3968253,5.7116132,0,1,.054054055,0,.054054055,0,0,0,0,0,0,0,1,0,0,0,0,0
FED,1,0,0,1992,.001453339,.001846764,.00138719,ITA,Amato I,0,0,0,,,0,30,Federalism,26,605,.15873016,5.7116132,0,1,.0015898251,0,.0015898251,0,0,0,0,0,0,0,1,0,0,0,0,0
DS,107,0,0,1992,.13324556,.15463564,.1575648,ITA,Amato I,0,0,0,2.6291667,,0,30,Left-Wing Democrats,26,605,16.984127,5.7116132,0,1,.17011128,0,.17011128,0,0,0,0,0,0,0,1,0,0,0,0,0
PRC,35,0,0,1992,.045840029,.042206407,.042374801,ITA,Amato I,0,0,0,.95500001,,0,30,Communist Refoundation Party,26,605,5.5555553,5.7116132,0,1,.055643879,0,.055643879,0,0,0,0,0,0,0,1,0,0,0,0,0
FDV,16,0,0,1992,.021287145,.020669607,.020748707,ITA,Amato I,0,0,0,2.6337037,,0,30,Federation of the Greens,26,605,2.5396826,5.7116132,0,1,.025437202,0,.025437202,0,0,0,0,0,0,0,1,0,0,0,0,0
PLI,17,1,0,1992,.022791779,.022981185,.022177795,ITA,Amato I,0,1,0,6.45,5.9,2,30,Italian Liberal Party,26,605,2.6984127,5.7116132,0,1,.027027028,.07692308,.027027028,0,0,0,0,0,0,0,1,0,0,0,0,0
PSDI,16,1,0,1992,.021287145,.020669607,.020719171,ITA,Amato I,0,1,0,4.6205556,5.4,2,30,Italian Democratic Socialist Party,26,605,2.5396826,5.7116132,0,1,.025437202,.07692308,.025437202,0,0,0,0,0,0,0,1,0,0,0,0,0
LN,55,0,0,1992,.084173992,.070902705,.071093857,ITA,Amato I,0,0,0,7.6605556,,0,30,North League,26,605,8.7301588,5.7116132,0,1,.087440379,0,.087440379,0,0,0,0,0,0,0,1,0,0,0,0,0
LV,1,0,0,1992,.001453339,.001846764,.0013377829,ITA,Amato I,0,0,0,,,0,30,Venetian League,26,605,.15873016,5.7116132,0,1,.0015898251,0,.0015898251,0,0,0,0,0,0,0,1,0,0,0,0,0
DC,206,1,1,1992,.42664912,.41631284,.41999736,ITA,Amato I,0,1,0,5.6611111,5.4,12,30,Christian Democrats,26,605,32.698414,5.7116132,0,1,.32750398,.46153846,.32750398,0,0,0,0,0,0,0,1,0,0,0,0,0
PSI,92,1,0,1992,.1301337,.13822427,.1376285,ITA,Amato I,0,1,1,3.7722222,3.1,10,30,Italian Socialist Party,26,605,14.603174,5.7116132,0,1,.14626391,.38461539,.14626391,0,0,0,0,0,0,0,1,0,0,0,0,0
LR,12,0,0,1992,.015952537,.015430403,.015388553,ITA,Amato I,0,0,0,,,0,30,The Network / Movement for Democracy,26,605,1.9047619,5.7116132,0,1,.019077901,0,.019077901,0,0,0,0,0,0,0,1,0,0,0,0,0
GRAEN,6,0,0,1999,.16666667,.16666667,.12125787,ISL,Oddsson III,0,0,0,1.4473684,,0,12,Left-Green Movement,56,592,9.5238094,3.454308,0,0,.2,0,.095238097,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,26,1,1,1999,.5,.5,.4577409,ISL,Oddsson III,0,1,1,6.9444444,,6,12,Independence Party,56,592,41.26984,3.454308,0,0,.40000001,.5,.41269842,0,0,0,0,0,0,1,0,0,0,0,0,0
FF,2,0,0,1999,0,0,.024342567,ISL,Oddsson III,0,0,0,5.5980863,,0,12,Liberal Party,56,592,3.1746032,3.454308,0,0,0,0,.031746034,0,0,0,0,0,0,1,0,0,0,0,0,0
SAM,17,0,0,1999,.16666667,.16666667,.1983335,ISL,Oddsson III,0,0,0,4.2982458,,0,12,Social Democratic Alliance,56,592,26.984127,3.454308,0,0,.2,0,.26984128,0,0,0,0,0,0,1,0,0,0,0,0,0
F,12,1,0,1999,.16666667,.16666667,.19832517,ISL,Oddsson III,0,1,0,3.8888889,,6,12,Progressive Party,56,592,19.047619,3.454308,0,0,.2,.5,.19047619,0,0,0,0,0,0,1,0,0,0,0,0,0
FG,31,0,0,2002,.027027028,.047619049,.039371062,IRL,Ahern II,0,0,0,6.4893333,6.8,0,16,Fine Gael (Familiy of the Irish),37,408,18.674698,3.3368855,0,1,.090909094,0,.18674698,0,0,0,0,0,1,0,0,0,0,0,0,0
PD,8,1,0,2002,.027027028,.047619049,.03872446,IRL,Ahern II,0,1,0,7.9902778,,2,16,Progressive Democrats,37,408,4.8192773,3.3368855,0,1,.090909094,.125,.048192769,0,0,0,0,0,1,0,0,0,0,0,0,0
LAB,21,0,0,2002,.027027028,.047619049,.039371062,IRL,Ahern II,0,0,0,3.6788889,3.6,0,16,Labour Party,37,408,12.650602,3.3368855,0,1,.090909094,0,.12650603,0,0,0,0,0,1,0,0,0,0,0,0,0
NONE,13,0,0,2002,.027027028,.047619049,.039371062,IRL,Ahern II,0,0,0,,,0,16,no party affiliation,37,408,7.8313255,3.3368855,0,1,.090909094,0,.078313254,0,0,0,0,0,1,0,0,0,0,0,0,0
SP,1,0,0,2002,0,0,.00631175,IRL,Ahern II,0,0,0,1.3333334,,0,16,Socialist Party,37,408,.60240966,3.3368855,0,1,0,0,.0060240962,0,0,0,0,0,1,0,0,0,0,0,0,0
SF,5,0,0,2002,.027027028,.047619049,.031348769,IRL,Ahern II,0,0,0,2.031579,,0,16,Sinn Fein,37,408,3.0120482,3.3368855,0,1,.090909094,0,.030120483,0,0,0,0,0,1,0,0,0,0,0,0,0
GREENS,6,0,0,2002,.027027028,.047619049,.035289329,IRL,Ahern II,0,0,0,2.4211111,,0,16,Green Party,37,408,3.6144578,3.3368855,0,1,.090909094,0,.036144577,0,0,0,0,0,1,0,0,0,0,0,0,0
FF,81,1,1,2002,.83783782,.71428573,.77021253,IRL,Ahern II,0,1,1,5.9926667,6.3,14,16,Fianna Fail (Soldiers of Destiny),37,408,48.795181,3.3368855,0,1,.45454547,.875,.48795182,0,0,0,0,0,1,0,0,0,0,0,0,0
SF,13,0,0,1994,.077272728,.060714286,.062890023,DNK,Rasmussen N II,0,0,0,2.1851429,1.9,0,20,Socialist Peoples Party,21,89,7.2625699,4.7334909,1,0,.094594598,0,.074712642,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,62,0,0,1994,.39545456,.42023811,.41784239,DNK,Rasmussen N II,0,1,1,3.8689841,3.8,15,20,Social Democrats,21,89,34.636871,4.7334909,1,0,.32432431,.75,.35632184,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,6,0,0,1994,.031818181,.025,.026854577,DNK,Rasmussen N II,0,0,0,1,,0,20,Red-Green Alliance,21,89,3.3519554,4.7334909,1,0,.040540539,0,.034482758,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,27,1,1,1994,.18636364,.19880952,.18676358,DNK,Rasmussen N II,0,0,0,7.1683492,7.3,0,20,Conservatives,21,89,15.083798,4.7334909,1,0,.1891892,0,.15517241,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,8,0,0,1994,.050000001,.039285716,.035732735,DNK,Rasmussen N II,0,1,0,4.9697778,4.8,3,20,Danish Social-Liberal Party,21,89,4.4692736,4.7334909,1,0,.067567565,.15000001,.045977011,0,0,0,1,0,0,0,0,0,0,0,0,0
CD,5,0,0,1994,.022727273,.017857144,.022205278,DNK,Rasmussen N II,0,1,0,5.6089948,5.7,2,20,Centre Democrats,21,89,2.7932961,4.7334909,1,0,.027027028,.1,.028735632,0,0,0,1,0,0,0,0,0,0,0,0,0
FRP,11,0,0,1994,.050000001,.039285716,.049742289,DNK,Rasmussen N II,0,0,0,9.006349200000001,8.699999999999999,0,20,Progress Party,21,89,6.1452513,4.7334909,1,0,.067567565,0,.063218392,0,0,0,1,0,0,0,0,0,0,0,0,0
V,42,1,0,1994,.18636364,.19880952,.19796914,DNK,Rasmussen N II,0,0,0,7.2685714,6.7,0,20,Liberal Party of Denmark,21,89,23.463688,4.7334909,1,0,.1891892,0,.24137931,0,0,0,1,0,0,0,0,0,0,0,0,0
SP,14,1,0,1999,.091202579,.091053389,.091216691,BEL,Verhofstadt I,0,1,0,3.3017778,2.9,4,21,Socialist Party,64,2,9.333333,9.050684,0,1,.093333334,.19047619,.093333334,0,1,0,0,0,0,0,0,0,0,0,0,0
VU,8,0,0,1999,.049233254,.048196249,.049698029,BEL,Verhofstadt I,0,0,0,6.4292222,6.8,0,21,People's Union,64,2,5.3333335,9.050684,0,1,.053333335,0,.053333335,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,23,0,0,1999,.15819208,.16010101,.16089059,BEL,Verhofstadt I,0,1,1,6.9802778,7.8,5,21,Party of Liberty and Progress,64,2,15.333333,9.050684,0,1,.15333334,.23809524,.15333334,0,1,0,0,0,0,0,0,0,0,0,0,0
FN,1,0,0,1999,.0080710249,.0077200579,.0085178213,BEL,Verhofstadt I,0,0,0,9.888889300000001,,0,21,National Front,64,2,.66666669,9.050684,0,1,.0066666668,0,.0066666668,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,15,0,0,1999,.10250202,.10256132,.099376552,BEL,Verhofstadt I,0,0,0,9.727222299999999,9.800000000000001,0,21,Flemish Block,64,2,10,9.050684,0,1,.1,0,.1,0,1,0,0,0,0,0,0,0,0,0,0,0
AGL-GR,9,0,0,1999,.058918484,.057720058,.056585077,BEL,Verhofstadt I,0,1,0,2.8282222,4.5,3,21,Agalev -- Groen,64,2,6,9.050684,0,1,.059999999,.14285715,.059999999,0,1,0,0,0,0,0,0,0,0,0,0,0
CVP,22,1,1,1999,.14689265,.14859307,.1524028,BEL,Verhofstadt I,0,0,0,5.7286666,5.8,0,21,Flemish Christian Peoples Party,64,2,14.666667,9.050684,0,1,.14666666,0,.14666666,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,10,1,0,1999,.064568199,.063275613,.063241869,BEL,Verhofstadt I,0,0,0,5.5811111,6.3,0,21,Francophone Christian Social Party,64,2,6.6666665,9.050684,0,1,.06666667,0,.06666667,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,19,1,0,1999,.12832929,.12914863,.12824565,BEL,Verhofstadt I,0,1,0,3.1588889,2.5,3,21,Francophone Socialist Party,64,2,12.666667,9.050684,0,1,.12666667,.14285715,.12666667,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,11,0,0,1999,.075060531,.073989898,.070342429,BEL,Verhofstadt I,0,1,0,2.9113333,4.5,3,21,Confederated ecologists for the organisation of original struggles,64,2,7.3333335,9.050684,0,1,.07333333,.14285715,.07333333,0,1,0,0,0,0,0,0,0,0,0,0,0
PRL/FDF,18,0,0,1999,.11702986,.1176407,.11948248,BEL,Verhofstadt I,0,1,0,6.5622222,,3,21,Liberal Reformation Party / Francophone Democratic Front,64,2,12,9.050684,0,1,.12,.14285715,.12,0,1,0,0,0,0,0,0,0,0,0,0,0
CSV,19,1,1,1999,.38461539,.40000001,.37912375,LUX,Juncker II,0,1,1,6.7105263,,12,19,Christian Social People's Party,7,299,31.666666,4.3373494,0,0,.33333334,.63157892,.31666666,0,0,0,0,0,0,0,0,1,0,0,0,0
DL,1,0,0,1999,0,0,.010058994,LUX,Juncker II,0,0,0,.87719302,,0,19,The Left,7,299,1.6666666,4.3373494,0,0,0,0,.016666668,0,0,0,0,0,0,0,0,1,0,0,0,0
DP,15,0,0,1999,.23076923,.23333333,.25308135,LUX,Juncker II,0,1,0,7.3684211,,7,19,Democratic Party,7,299,25,4.3373494,0,0,.22222222,.36842105,.25,0,0,0,0,0,0,0,0,1,0,0,0,0
LSAP,13,1,0,1999,.23076923,.23333333,.239986,LUX,Juncker II,0,0,0,3.9473684,,0,19,Luxembourg Socialist Workers' Party,7,299,21.666666,4.3373494,0,0,.22222222,0,.21666667,0,0,0,0,0,0,0,0,1,0,0,0,0
GRENG,5,0,0,1999,.07692308,.06666667,.057147618,LUX,Juncker II,0,0,0,1.5789474,,0,19,The Greens,7,299,8.333333,4.3373494,0,0,.11111111,0,.083333336,0,0,0,0,0,0,0,0,1,0,0,0,0
ADR,7,0,0,1999,.07692308,.06666667,.060602274,LUX,Juncker II,0,0,0,6.3157895,,0,19,Alternative Democratic Reform Party,7,299,11.666667,4.3373494,0,0,.11111111,0,.11666667,0,0,0,0,0,0,0,0,1,0,0,0,0
NONE,1,0,0,1989,0,0,.0099991187,IRL,Haughey IV,0,0,0,,,0,17,no party affiliation,37,590,2.4096386,2.9687567,1,1,0,0,.0060975607,0,0,0,0,0,1,0,0,0,0,0,0,0
DSP,1,0,0,1989,0,0,.0092668114,IRL,Haughey IV,0,0,0,,,0,17,Democratic Socialist Party,37,590,.60240966,2.9687567,1,1,0,0,.0060975607,0,0,0,0,0,1,0,0,0,0,0,0,0
FG,55,0,0,1989,.090909094,.1,.097138979,IRL,Haughey IV,0,0,0,6.4893333,6.8,0,17,Fine Gael (Familiy of the Irish),37,590,33.13253,2.9687567,1,1,.14285715,0,.33536586,0,0,0,0,0,1,0,0,0,0,0,0,0
LAB,15,0,0,1989,.090909094,.1,.097138979,IRL,Haughey IV,0,0,0,3.6788889,3.6,0,17,Labour Party,37,590,9.0361443,2.9687567,1,1,.14285715,0,.091463417,0,0,0,0,0,1,0,0,0,0,0,0,0
FF,78,1,1,1989,.63636363,.60000002,.61695033,IRL,Haughey IV,0,1,1,5.9926667,6.3,15,17,Fianna Fail (Soldiers of Destiny),37,590,46.385544,2.9687567,1,1,.42857143,.88235295,.47560975,0,0,0,0,0,1,0,0,0,0,0,0,0
GREENS,1,0,0,1989,0,0,.0095641632,IRL,Haughey IV,0,0,0,2.4211111,,0,17,Green Party,37,590,.60240966,2.9687567,1,1,0,0,.0060975607,0,0,0,0,0,1,0,0,0,0,0,0,0
PD,6,0,0,1989,.090909094,.1,.074579328,IRL,Haughey IV,0,1,0,7.9902778,,2,17,Progressive Democrats,37,590,3.6144578,2.9687567,1,1,.14285715,.11764706,.036585364,0,0,0,0,0,1,0,0,0,0,0,0,0
WP,7,0,0,1989,.090909094,.1,.0853623,IRL,Haughey IV,0,0,0,1.8,1.8,0,17,Workers Party,37,590,4.2168674,2.9687567,1,1,.14285715,0,.042682927,0,0,0,0,0,1,0,0,0,0,0,0,0
FP,44,0,0,1988,.050000001,.06666667,.087142952,SWE,Carlsson II,0,0,0,6.1551111,5.5,0,15,Liberals,35,428,12.60745,3.665062,1,0,.11111111,0,.12607449,0,0,0,0,0,0,0,0,0,0,0,0,1
MP,20,0,0,1988,.050000001,.06666667,.051401526,SWE,Carlsson II,0,0,0,3.3733334,,0,15,Greens,35,428,5.730659,3.665062,1,0,.11111111,0,.057306591,0,0,0,0,0,0,0,0,0,0,0,0,1
C,42,0,0,1988,.050000001,.06666667,.087142952,SWE,Carlsson II,0,0,0,5.7886666,5.9,0,15,Centre Party,35,428,12.034384,3.665062,1,0,.11111111,0,.12034384,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP,156,1,1,1988,.75,.66666669,.62571412,SWE,Carlsson II,0,1,1,3.3653333,2.9,15,15,Social Democrats,35,428,44.699139,3.665062,1,0,.44444445,1,.44699141,0,0,0,0,0,0,0,0,0,0,0,0,1
V,21,0,0,1988,.050000001,.06666667,.061455522,SWE,Carlsson II,0,0,0,1.5791111,1.2,0,15,Left Party (Communists),35,428,6.0171919,3.665062,1,0,.11111111,0,.060171921,0,0,0,0,0,0,0,0,0,0,0,0,1
M,66,0,0,1988,.050000001,.06666667,.087142952,SWE,Carlsson II,0,0,0,7.7642222,7.7,0,15,Moderate Party,35,428,18.911175,3.665062,1,0,.11111111,0,.18911175,0,0,0,0,0,0,0,0,0,0,0,0,1
LSAP,17,1,0,1994,.23076923,.23333333,.26222879,LUX,Santer III,0,1,0,3.9473684,,7,15,Luxembourg Socialist Workers' Party,7,306,28.333334,3.8961039,0,0,.22222222,.46666667,.28333333,0,0,0,0,0,0,0,0,1,0,0,0,0
GRENG,5,0,0,1994,.07692308,.06666667,.051241543,LUX,Santer III,0,0,0,1.5789474,,0,15,The Greens,7,306,8.333333,3.8961039,0,0,.11111111,0,.083333336,0,0,0,0,0,0,0,0,1,0,0,0,0
CSV,21,1,1,1994,.38461539,.40000001,.37944207,LUX,Santer III,0,1,1,6.7105263,,8,15,Christian Social People's Party,7,306,35,3.8961039,0,0,.33333334,.53333336,.34999999,0,0,0,0,0,0,0,0,1,0,0,0,0
ADR,5,0,0,1994,.07692308,.06666667,.051091559,LUX,Santer III,0,0,0,6.3157895,,0,15,Alternative Democratic Reform Party,7,306,8.333333,3.8961039,0,0,.11111111,0,.083333336,0,0,0,0,0,0,0,0,1,0,0,0,0
DP,12,0,0,1994,.23076923,.23333333,.25599608,LUX,Santer III,0,0,0,7.3684211,,0,15,Democratic Party,7,306,20,3.8961039,0,0,.22222222,0,.2,0,0,0,0,0,0,0,0,1,0,0,0,0
NPSI,3,0,0,2001,.002693966,.001948052,.003528265,ITA,Berlusconi II,0,0,0,5.43,,0,21,New PSI,26,498,.49261084,5.3029213,0,1,.0060422961,0,.0049261083,0,0,0,0,0,0,0,1,0,0,0,0,0
AN,99,0,0,2001,.16540948,.15598845,.15374339,ITA,Berlusconi II,0,1,0,7.9855557,,4,21,National Alliance,26,498,16.256157,5.3029213,0,1,.16012084,.19047619,.16256158,0,0,0,0,0,0,0,1,0,0,0,0,0
SVP,3,0,0,2001,.002693966,.001948052,.003534564,ITA,Berlusconi II,0,0,0,5.4000001,,0,21,South Tyrol Peoples Party,26,498,.49261084,5.3029213,0,1,.0060422961,0,.0049261083,0,0,0,0,0,0,0,1,0,0,0,0,0
CCD/CDU,40,0,0,2001,.065193966,.059090909,.059390608,ITA,Berlusconi II,0,1,0,5.9066667,,2,21,Christian Democratic Center / United Christian Democrats,26,498,6.5681443,5.3029213,0,1,.072507553,.095238097,.065681443,0,0,0,0,0,0,0,1,0,0,0,0,0
GIRAS,17,0,0,2001,.027478447,.022655124,.020447314,ITA,Berlusconi II,0,0,0,2.6337037,,0,21,Greens and Social Democrats,26,498,2.7914615,5.3029213,0,1,.033232629,0,.027914613,0,0,0,0,0,0,0,1,0,0,0,0,0
PRC,11,0,0,2001,.014547414,.012337662,.012768251,ITA,Berlusconi II,0,0,0,.95500001,,0,21,Communist Refoundation Party,26,498,1.8062397,5.3029213,0,1,.021148037,0,.018062398,0,0,0,0,0,0,0,1,0,0,0,0,0
DS,138,1,0,2001,.2106681,.23694083,.23678635,ITA,Berlusconi II,0,0,0,2.6291667,,0,21,Left-Wing Democrats,26,498,22.660099,5.3029213,0,1,.21450152,0,.22660099,0,0,0,0,0,0,0,1,0,0,0,0,0
DL-M,80,0,0,2001,.11045258,.1011544,.1025178,ITA,Berlusconi II,0,0,0,4.0844445,,0,21,Democracy is Freedom -- The Daisy,26,498,13.136289,5.3029213,0,1,.12688822,0,.13136289,0,0,0,0,0,0,0,1,0,0,0,0,0
LN,30,0,0,2001,.049030174,.045670997,.043351721,ITA,Berlusconi II,0,1,0,7.6605556,,3,21,North League,26,498,4.9261084,5.3029213,0,1,.054380666,.14285715,.049261082,0,0,0,0,0,0,0,1,0,0,0,0,0
